control_id,title,statement,applicability,group_path
"ism-1361","Control: ism-1361","Security Construction and Equipment Committee-approved equipment or ASIO-approved equipment is used when destroying media.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction equipment"
"ism-1160","Control: ism-1160","If using degaussers to destroy media, degaussers evaluated by the United States’ National Security Agency are used.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction equipment"
"ism-1517","Control: ism-1517","Equipment that is capable of reducing microform to a fine powder, with resultant particles not showing more than five consecutive characters per particle upon microscopic inspection, is used to destroy microfiche and microfilm.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1722","Control: ism-1722","Electrostatic memory devices are destroyed using a furnace/incinerator, hammer mill, disintegrator or grinder/sander.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1723","Control: ism-1723","Magnetic floppy disks are destroyed using a furnace/incinerator, hammer mill, disintegrator, degausser or by cutting.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1724","Control: ism-1724","Magnetic hard disks are destroyed using a furnace/incinerator, hammer mill, disintegrator, grinder/sander or degausser.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1725","Control: ism-1725","Magnetic tapes are destroyed using a furnace/incinerator, hammer mill, disintegrator, degausser or by cutting.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1726","Control: ism-1726","Optical disks are destroyed using a furnace/incinerator, hammer mill, disintegrator, grinder/sander or by cutting.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1727","Control: ism-1727","Semiconductor memory is destroyed using a furnace/incinerator, hammer mill or disintegrator.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-0368","Control: ism-0368","Media destroyed using a hammer mill, disintegrator, grinder/sander or by cutting results in media waste particles no larger than 9 mm.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Media destruction methods"
"ism-1728","Control: ism-1728","The resulting media waste particles from the destruction of SECRET media is stored and handled as OFFICIAL if less than or equal to 3 mm, PROTECTED if greater than 3 mm and less than or equal to 6 mm, or SECRET if greater than 6 mm and less than or equal to 9 mm.","S","Guidelines for media > Media destruction > Treatment of media waste particles"
"ism-1729","Control: ism-1729","The resulting media waste particles from the destruction of TOP SECRET media is stored and handled as OFFICIAL if less than or equal to 3 mm, or SECRET if greater than 3 mm and less than or equal to 9 mm.","TS","Guidelines for media > Media destruction > Treatment of media waste particles"
"ism-0361","Control: ism-0361","Magnetic media is destroyed using a degausser with a suitable magnetic field strength and magnetic orientation.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Degaussing magnetic media"
"ism-0362","Control: ism-0362","Product-specific directions provided by degausser manufacturers are followed.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Degaussing magnetic media"
"ism-1641","Control: ism-1641","Following the use of a degausser, magnetic media is physically damaged by deforming any internal platters.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Degaussing magnetic media"
"ism-0370","Control: ism-0370","The destruction of media is performed under the supervision of at least one cleared person.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Supervision of destruction"
"ism-0371","Control: ism-0371","Personnel supervising the destruction of media supervise its handling to the point of destruction and ensure that the destruction is completed successfully.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Supervision of destruction"
"ism-0372","Control: ism-0372","The destruction of media storing accountable material is performed under the supervision of at least two cleared personnel.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Supervision of accountable material destruction"
"ism-0373","Control: ism-0373","Personnel supervising the destruction of media storing accountable material supervise its handling to the point of destruction, ensure that the destruction is completed successfully and sign a destruction certificate afterwards.","NC,OS,P,S,TS","Guidelines for media > Media destruction > Supervision of accountable material destruction"
"ism-0839","Control: ism-0839","The destruction of media storing accountable material is not outsourced.","OS,P,S,TS","Guidelines for media > Media destruction > Outsourcing media destruction"
"ism-0840","Control: ism-0840","When outsourcing the destruction of media storing non-accountable material, a National Association for Information Destruction AAA certified destruction service with endorsements, as specified in ASIO’s Protective Security Circular-167, is used.","OS,P,S","Guidelines for media > Media destruction > Outsourcing media destruction"
"ism-0374","Control: ism-0374","Media disposal processes, and supporting media disposal procedures, are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for media > Media disposal > Media disposal processes and procedures"
"ism-0378","Control: ism-0378","Labels and markings indicating the owner, sensitivity, classification or any other marking that can associate media with its prior use are removed prior to its disposal.","NC,OS,P,S,TS","Guidelines for media > Media disposal > Disposal of media"
"ism-0375","Control: ism-0375","Following sanitisation, destruction or declassification, a formal administrative decision is made to release media, or its waste, into the public domain.","NC,OS,P,S,TS","Guidelines for media > Media disposal > Disposal of media"
"ism-1743","Control: ism-1743","Vendors that have demonstrated a commitment to Secure by Design and Secure by Default principles and practices, including secure programming practices and either memory-safe programming languages or less preferably memory-safe programming practices, are used for operating systems.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system selection"
"ism-1407","Control: ism-1407","The latest release, or the previous release, of operating systems are used.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system releases and versions"
"ism-1408","Control: ism-1408","Where supported, 64-bit versions of operating systems are used.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system releases and versions"
"ism-1406","Control: ism-1406","SOEs are used for workstations and servers.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Standard Operating Environments"
"ism-1608","Control: ism-1608","SOEs provided by third parties are scanned for malicious code and configurations.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Standard Operating Environments"
"ism-1588","Control: ism-1588","SOEs are reviewed and updated at least annually.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Standard Operating Environments"
"ism-1914","Control: ism-1914","Approved configurations for operating systems are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1409","Control: ism-1409","Operating systems are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-0383","Control: ism-0383","Default user accounts or credentials for operating systems, including for any pre-configured user accounts, are changed, disabled or removed during initial setup.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-0380","Control: ism-0380","Unneeded user accounts, components, services and functionality of operating systems are disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-0341","Control: ism-0341","Automatic execution features for removable media are disabled.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1654","Control: ism-1654","Internet Explorer 11 is disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1655","Control: ism-1655",".NET Framework 3.5 (includes .NET 2.0 and 3.0) is disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1492","Control: ism-1492","Operating system exploit protection functionality is enabled.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1745","Control: ism-1745","Early Launch Antimalware, Secure Boot, Trusted Boot and Measured Boot functionality is enabled.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1584","Control: ism-1584","Unprivileged users are prevented from bypassing, disabling or modifying security functionality of operating systems.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1491","Control: ism-1491","Unprivileged users are prevented from running script execution engines, including:

- Windows Script Host (cscript.exe and wscript.exe)
- PowerShell (powershell.exe, powershell_ise.exe and pwsh.exe)
- Command Prompt (cmd.exe)
- Windows Management Instrumentation (wmic.exe)
- Microsoft Hypertext Markup Language (HTML) Application Host (mshta.exe).","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Hardening operating system configurations"
"ism-1592","Control: ism-1592","Unprivileged users do not have the ability to install unapproved applications.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application management"
"ism-0382","Control: ism-0382","Unprivileged users do not have the ability to uninstall or disable approved applications.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application management"
"ism-0843","Control: ism-0843","Application control is implemented on workstations.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1490","Control: ism-1490","Application control is implemented on internet-facing servers.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1656","Control: ism-1656","Application control is implemented on non-internet-facing servers.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1870","Control: ism-1870","Application control is applied to user profiles and temporary folders used by operating systems, web browsers and email clients.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1871","Control: ism-1871","Application control is applied to all locations other than user profiles and temporary folders used by operating systems, web browsers and email clients.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1657","Control: ism-1657","Application control restricts the execution of executables, libraries, scripts, installers, compiled HTML, HTML applications and control panel applets to an organisation-approved set.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1658","Control: ism-1658","Application control restricts the execution of drivers to an organisation-approved set.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-0955","Control: ism-0955","Application control is implemented using cryptographic hash rules, publisher certificate rules or path rules.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1471","Control: ism-1471","When implementing application control using publisher certificate rules, publisher names and product names are used.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1392","Control: ism-1392","When implementing application control using path rules, only approved users can modify approved files and write to approved folders.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1746","Control: ism-1746","When implementing application control using path rules, only approved users can change file system permissions for approved files and folders.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1544","Control: ism-1544","Microsoft’s recommended application blocklist is implemented.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1659","Control: ism-1659","Microsoft’s vulnerable driver blocklist is implemented.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1582","Control: ism-1582","Application control rulesets are validated on an annual or more frequent basis.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-0846","Control: ism-0846","All users (with the exception of local administrator accounts and break glass accounts) cannot disable, bypass or be exempted from application control.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1660","Control: ism-1660","Allowed and blocked application control events are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Application control"
"ism-1889","Control: ism-1889","Command line process creation events are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Command Shell"
"ism-1621","Control: ism-1621","Windows PowerShell 2.0 is disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > PowerShell"
"ism-1622","Control: ism-1622","PowerShell is configured to use Constrained Language Mode.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > PowerShell"
"ism-1623","Control: ism-1623","PowerShell module logging, script block logging and transcription events are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > PowerShell"
"ism-1624","Control: ism-1624","PowerShell script block logs are protected by Protected Event Logging functionality.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > PowerShell"
"ism-1341","Control: ism-1341","A HIPS or EDR solution is implemented on workstations.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Host-based intrusion detection and response solution"
"ism-1034","Control: ism-1034","A HIPS or EDR solution is implemented on critical servers and high-value servers.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Host-based intrusion detection and response solution"
"ism-1416","Control: ism-1416","A software firewall is implemented on workstations and servers to restrict inbound and outbound network connections to an organisation-approved set of applications and services.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Software firewall"
"ism-1417","Control: ism-1417","An antivirus application is implemented on workstations and servers with:

- signature-based detection functionality enabled and set to a high level
- heuristic-based detection functionality enabled and set to a high level
- reputation rating functionality enabled
- ransomware protection functionality enabled
- detection signatures configured to update on at least a daily basis
- regular scanning configured for all fixed disks and removable media.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Antivirus application"
"ism-1418","Control: ism-1418","If there is no business requirement for reading from removable media and devices, such functionality is disabled via the use of a device access control application or by disabling external communication interfaces.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Device access control"
"ism-0343","Control: ism-0343","If there is no business requirement for writing to removable media and devices, such functionality is disabled via the use of a device access control application or by disabling external communication interfaces.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Device access control"
"ism-0345","Control: ism-0345","External communication interfaces that allow DMA are disabled.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Device access control"
"ism-1976","Control: ism-1976","Security-relevant events for Apple macOS operating systems are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system event logging"
"ism-1977","Control: ism-1977","Security-relevant events for Linux operating systems are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system event logging"
"ism-0582","Control: ism-0582","Security-relevant events for Microsoft Windows operating systems are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Operating system hardening > Operating system event logging"
"ism-0938","Control: ism-0938","Vendors that have demonstrated a commitment to Secure by Design and Secure by Default principles and practices, including secure programming practices and either memory-safe programming languages or less preferably memory-safe programming practices, are used for user applications.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > User application selection"
"ism-1467","Control: ism-1467","The latest release of office productivity suites, web browsers and their extensions, email clients, PDF applications, and security products are used.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > User application releases"
"ism-1915","Control: ism-1915","Approved configurations for user applications are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1806","Control: ism-1806","Default user accounts or credentials for user applications, including for any pre-configured user accounts, are changed, disabled or removed during initial setup.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1470","Control: ism-1470","Unneeded components, services and functionality of office productivity suites, web browsers, email clients, PDF applications and security products are disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1235","Control: ism-1235","Add-ons, extensions and plug-ins for office productivity suites, web browsers, email clients, PDF applications and security products are restricted to an organisation-approved set.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1667","Control: ism-1667","Microsoft Office is blocked from creating child processes.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1668","Control: ism-1668","Microsoft Office is blocked from creating executable content.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1669","Control: ism-1669","Microsoft Office is blocked from injecting code into other processes.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1542","Control: ism-1542","Microsoft Office is configured to prevent activation of Object Linking and Embedding packages.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1859","Control: ism-1859","Office productivity suites are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1823","Control: ism-1823","Office productivity suite security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1486","Control: ism-1486","Web browsers do not process Java from the internet.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1485","Control: ism-1485","Web browsers do not process web advertisements from the internet.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1412","Control: ism-1412","Web browsers are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1585","Control: ism-1585","Web browser security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1670","Control: ism-1670","PDF applications are blocked from creating child processes.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1860","Control: ism-1860","PDF applications are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1824","Control: ism-1824","PDF application security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1601","Control: ism-1601","Microsoft’s attack surface reduction rules are implemented.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1748","Control: ism-1748","Email client security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1825","Control: ism-1825","Security product security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Hardening user application configurations"
"ism-1671","Control: ism-1671","Microsoft Office macros are disabled for users that do not have a demonstrated business requirement.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1488","Control: ism-1488","Microsoft Office macros in files originating from the internet are blocked.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1672","Control: ism-1672","Microsoft Office macro antivirus scanning is enabled.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1673","Control: ism-1673","Microsoft Office macros are blocked from making Win32 API calls.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1674","Control: ism-1674","Only Microsoft Office macros running from within a sandboxed environment, a Trusted Location or that are digitally signed by a trusted publisher are allowed to execute.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1890","Control: ism-1890","Microsoft Office macros are checked to ensure they are free of malicious code before being digitally signed or placed within Trusted Locations.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1487","Control: ism-1487","Only privileged users responsible for checking that Microsoft Office macros are free of malicious code can write to and modify content within Trusted Locations.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1675","Control: ism-1675","Microsoft Office macros digitally signed by an untrusted publisher cannot be enabled via the Message Bar or Backstage View.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1891","Control: ism-1891","Microsoft Office macros digitally signed by signatures other than V3 signatures cannot be enabled via the Message Bar or Backstage View.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1676","Control: ism-1676","Microsoft Office’s list of trusted publishers is validated on an annual or more frequent basis.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1489","Control: ism-1489","Microsoft Office macro security settings cannot be changed by users.","NC,OS,P,S,TS","Guidelines for system hardening > User application hardening > Microsoft Office macros"
"ism-1826","Control: ism-1826","Vendors that have demonstrated a commitment to Secure by Design and Secure by Default principles and practices, including secure programming practices and either memory-safe programming languages or less preferably memory-safe programming practices, are used for server applications.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Server application selection"
"ism-1483","Control: ism-1483","The latest release of internet-facing server applications are used.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Server application releases"
"ism-1916","Control: ism-1916","Approved configurations for server applications are developed, implemented and maintained.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Hardening server application configurations"
"ism-1246","Control: ism-1246","Server applications are hardened using ASD and vendor hardening guidance, with the most restrictive guidance taking precedence when conflicts occur.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Hardening server application configurations"
"ism-1260","Control: ism-1260","Default user accounts or credentials for server applications, including for any pre-configured user accounts, are changed, disabled or removed during initial setup.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Hardening server application configurations"
"ism-1247","Control: ism-1247","Unneeded user accounts, components, services and functionality of server applications are disabled or removed.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Hardening server application configurations"
"ism-1245","Control: ism-1245","All temporary installation files and logs created during server application installation processes are removed after server applications have been installed.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Hardening server application configurations"
"ism-1249","Control: ism-1249","Server applications are configured to run as a separate user account with the minimum privileges needed to perform their functions.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Restricting privileges for server applications"
"ism-1250","Control: ism-1250","The user accounts under which server applications run have limited access to their underlying server’s file system.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Restricting privileges for server applications"
"ism-1926","Control: ism-1926","Microsoft AD DS domain controllers, Microsoft AD CS CA servers, Microsoft AD FS servers and Microsoft Entra Connect servers are only used for their designed role and no other applications or services are installed, unless they are security related.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory services"
"ism-1927","Control: ism-1927","Access to Microsoft AD DS domain controllers, Microsoft AD CS CA servers, Microsoft AD FS servers and Microsoft Entra Connect servers is limited to privileged users that require access.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory services"
"ism-1928","Control: ism-1928","Backups of Microsoft AD DS domain controllers, Microsoft AD CS CA servers, Microsoft AD FS servers and Microsoft Entra Connect servers are encrypted, stored securely and only accessible to backup administrator accounts.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory services"
"ism-1830","Control: ism-1830","Security-relevant events for Microsoft AD DS domain controllers, Microsoft AD CS CA servers, Microsoft AD FS servers and Microsoft Entra Connect servers are centrally logged.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory services"
"ism-1827","Control: ism-1827","Microsoft AD DS domain controllers are administered using dedicated domain administrator user accounts that are not used to administer other systems.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1929","Control: ism-1929","Lightweight Directory Access Protocol signing is enabled on Microsoft AD DS domain controllers.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1828","Control: ism-1828","The Print Spooler service is disabled on Microsoft AD DS domain controllers.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1829","Control: ism-1829","Passwords are not stored in Group Policy Preferences.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1930","Control: ism-1930","Passwords are prevented from being stored in Group Policy Preferences.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1931","Control: ism-1931","SID Filtering is enabled for domain and forest trusts.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services domain controllers"
"ism-1832","Control: ism-1832","Only service accounts and computer accounts are configured with Service Principal Names (SPNs).","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1932","Control: ism-1932","The number of service accounts configured with an SPN is minimised.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1933","Control: ism-1933","Service accounts configured with an SPN do not have DCSync permissions.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-2010","Control: ism-2010","Service accounts configured with an SPN use the Advanced Encryption Standard for encryption.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1834","Control: ism-1834","Duplicate SPNs do not exist within the domain.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1833","Control: ism-1833","User accounts are provisioned with the minimum privileges required.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1934","Control: ism-1934","User accounts with DCSync permissions are reviewed at least annually, and those without an ongoing requirement for the permissions have them removed.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1835","Control: ism-1835","Privileged user accounts are configured as sensitive and cannot be delegated.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1935","Control: ism-1935","Computer accounts are not configured for unconstrained delegation.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1836","Control: ism-1836","User accounts require Kerberos pre-authentication.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1838","Control: ism-1838","The UserPassword attribute for user accounts is not used.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1936","Control: ism-1936","The sIDHistory attribute for user accounts is not used.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1937","Control: ism-1937","User accounts are checked at least weekly for the presence of the sIDHistory attribute.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1839","Control: ism-1839","Account properties accessible by unprivileged users are not used to store passwords.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1840","Control: ism-1840","User account passwords do not use reversible encryption.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1841","Control: ism-1841","Unprivileged user accounts cannot add machines to the domain.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1842","Control: ism-1842","Dedicated privileged service accounts are used to add machines to the domain.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1843","Control: ism-1843","User accounts with unconstrained delegation are reviewed at least annually, and those without an SPN or demonstrated business requirement are removed.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1844","Control: ism-1844","Computer accounts that are not Microsoft AD DS domain controllers are not trusted for delegation to services.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1938","Control: ism-1938","The Domain Computers security group does not have write or modify permissions to any Microsoft Active Directory objects.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services account hardening"
"ism-1620","Control: ism-1620","Privileged user accounts are members of the Protected Users security group.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services security group memberships"
"ism-1939","Control: ism-1939","The number of user accounts that are members of the Domain Admins, Enterprise Admins or other highly-privileged security groups is minimised.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services security group memberships"
"ism-1940","Control: ism-1940","Service accounts are not members of the Domain Admins, Enterprise Admins or other highly-privileged security groups.","NC,OS,P,S,TS","Guidelines for system hardening > Server application hardening > Microsoft Active Directory Domain Services security group memberships"
